Time,Axis #1,Axis #2,Axis #3,Axis #4,Axis #5,Axis #6,Axis #7,Axis #8,t_sec
2022-10-17 12:18:23.660000+00:00,1.3845777743446797,3.5869360423786096,1.793352587881469,0.0,5.2544464227604415,0.0,3.2614470992689366,0.5527957163065591,0.0
2022-10-17 12:18:25.472000+00:00,0.0,0.0,1.935863393524599,0.0,4.073129965230424,1.4773210685308469,4.416664389443241,0.5405195722507623,1.812
2022-10-17 12:18:27.348000+00:00,2.3483083413086354,1.6502691470929314,4.056525854615939,0.0,1.7948244142156187,0.6924736836600676,0.0,0.6920829661405778,3.688
2022-10-17 12:18:29.222000+00:00,2.7593565522992343,4.627557770768268,0.0,0.0,0.0,1.8620205773350378,4.98853256368486,0.0,5.562
2022-10-17 12:18:31.117000+00:00,0.0,0.0,11.415281758280248,0.09950721431853271,0.0,0.0,0.6149612824198287,0.6153913681015545,7.457
2022-10-17 12:18:32.964000+00:00,0.0,0.05217649810024749,9.076648381668766,1.6923911332486985,2.620083192474283,0.0,0.52766747089593,0.09038304733518035,9.304
2022-10-17 12:18:34.894000+00:00,1.0021492061214334,0.0,5.468306156806819,0.23056234899911715,0.0,0.0,0.0,0.0,11.234
2022-10-17 12:18:36.782000+00:00,0.04198855960545744,0.0,6.473538175425381,2.1304536054176872,2.655806249697311,1.9644432671270786,0.0,0.0,13.122
2022-10-17 12:18:38.708000+00:00,0.6894168209335396,5.227047512582729,0.0,4.1549142370202,0.0,1.6530539451757782,2.7756870701927836,0.31719778606775,15.048
2022-10-17 12:18:40.529000+00:00,0.0,10.78324518449597,0.0,1.0163227056073953,3.8549067219109787,0.0,0.2107791447320151,0.2780598395384014,16.869
2022-10-17 12:18:42.456000+00:00,2.6271067280887666,9.901879367051835,0.2921384263838118,2.26214392318788,0.0,1.2990041580152285,0.0,0.4860542933721244,18.796
2022-10-17 12:18:44.383000+00:00,2.407422296352009,6.570655499695633,0.0,1.8992323453963795,0.0,1.134379777160028,0.8773096150129751,0.5708396426341856,20.723
2022-10-17 12:18:46.247000+00:00,0.8685092165347723,0.0,0.7778661111479352,1.27584218464779,1.2450221661392524,1.4186852930039513,3.2858660361888896,0.0,22.587
2022-10-17 12:18:48.128000+00:00,3.1629734925862123,0.0,14.324749146339853,0.0,0.0,0.0,0.0,0.3108848244097477,24.468
2022-10-17 12:18:49.999000+00:00,1.7365541517056151,2.2549752751990573,3.2559024033957584,0.6285284267701233,0.0,1.065596022242484,0.0,0.0,26.339
2022-10-17 12:18:51.864000+00:00,0.0,10.2376287370763,10.537174132880851,0.0,2.737486735206049,0.6899511000477255,3.0415147349295766,0.39751420488441275,28.204
2022-10-17 12:18:53.706000+00:00,1.523026315648814,0.0,10.192780229707374,1.3014385210135746,0.0,0.43086357678825304,0.0,0.7946541856808893,30.046
2022-10-17 12:18:55.575000+00:00,0.0,0.0,0.0,1.2295819466393094,2.78366819334364,3.166670214785081,0.0,0.0,31.915
2022-10-17 12:18:57.492000+00:00,2.625057744310989,13.577541062614351,2.8957919529266265,0.0,2.0418457777677257,0.0,0.5408022970351645,0.0,33.832
2022-10-17 12:18:59.409000+00:00,0.6177971348828796,0.0,0.6817508152923875,1.7456588250592588,0.8805849400591576,1.9967815741432544,0.41135519703861384,0.0,35.749
2022-10-17 12:19:01.276000+00:00,0.3260483563047128,0.0,7.473855125431696,0.08415471500802629,0.742955100391357,0.0,3.8453285073331753,0.0447032170308654,37.616
2022-10-17 12:19:03.182000+00:00,0.0,5.177432223321309,5.114403243250725,1.2093033360446719,0.0,0.9526764618901054,0.8140727744461407,0.6447721810564012,39.522
2022-10-17 12:19:05.108000+00:00,3.3690237962386265,3.2688622117617148,11.22555241016279,0.0,0.0,0.0,2.728982488139009,0.3796186233582317,41.448
2022-10-17 12:19:06.996000+00:00,0.3916316805561275,0.17252432248996064,3.7647637208641846,0.0,1.6156226626997383,2.1463619458453502,1.6641820201906228,0.0,43.336
2022-10-17 12:19:08.847000+00:00,0.0,3.615904937826266,6.934919279411266,2.9850065349073507,2.4931794163575347,0.0,2.506564994987773,0.0,45.187
2022-10-17 12:19:10.701000+00:00,0.0,0.0,0.0,2.35265083475055,2.388839514669703,0.0,0.0,0.2068819178108752,47.041
